"filename", "language", "JSON", "Markdown", "PHP", "YAML", "Skill", "JSON with Comments", "Shell Script", "XML", "JavaScript", "TypeScript", "PostCSS", "TypeScript JSX", "Ini", "HTML", "comment", "blank", "total"
"/www/wwwroot/rackroom.local.host/rackroom/database/migrations/2026_04_10_014338_add_connection_port_to_devices_table.php", "PHP", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 29
"/www/wwwroot/rackroom.local.host/rackroom/database/migrations/2026_04_10_025526_add_color_to_device_types_table.php", "PHP", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 29
"/www/wwwroot/rackroom.local.host/rackroom/database/migrations/2026_04_15_013559_create_h3c_password_change_logs_table.php", "PHP", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 39
"/www/wwwroot/rackroom.local.host/rackroom/database/migrations/2026_04_15_054144_create_user_preferences_table.php", "PHP", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 34
"/www/wwwroot/rackroom.local.host/rackroom/database/migrations/2026_04_15_060725_create_system_settings_table.php", "PHP", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 6, 63
"/www/wwwroot/rackroom.local.host/rackroom/database/migrations/2026_04_15_070000_create_detection_logs_table.php", "PHP", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 43
"/www/wwwroot/rackroom.local.host/rackroom/database/migrations/2026_04_16_000000_add_registration_setting.php", "PHP", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 4, 34
"/www/wwwroot/rackroom.local.host/rackroom/database/migrations/2026_04_22_173223_add_rack_type_id_to_racks_table.php", "PHP", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 30
"/www/wwwroot/rackroom.local.host/rackroom/database/seeders/DatabaseSeeder.php", "PHP", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 24
"/www/wwwroot/rackroom.local.host/rackroom/deepseek_html_20260324_4f67b1.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 694, 6, 21, 721
"/www/wwwroot/rackroom.local.host/rackroom/eslint.config.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 1, 2, 72
"/www/wwwroot/rackroom.local.host/rackroom/lang/en.json", "JSON", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21
"/www/wwwroot/rackroom.local.host/rackroom/lang/en/auth.php", "PHP", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/www/wwwroot/rackroom.local.host/rackroom/lang/en/navigation.php", "PHP", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 23
"/www/wwwroot/rackroom.local.host/rackroom/lang/en/ssh.php", "PHP", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 2, 20
"/www/wwwroot/rackroom.local.host/rackroom/lang/en/userManagement.php", "PHP", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/www/wwwroot/rackroom.local.host/rackroom/lang/en/validation.php", "PHP", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17
"/www/wwwroot/rackroom.local.host/rackroom/lang/zh.json", "JSON", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21
"/www/wwwroot/rackroom.local.host/rackroom/lang/zh/auth.php", "PHP", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/www/wwwroot/rackroom.local.host/rackroom/lang/zh/navigation.php", "PHP", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 23
"/www/wwwroot/rackroom.local.host/rackroom/lang/zh/ssh.php", "PHP", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 1, 19
"/www/wwwroot/rackroom.local.host/rackroom/lang/zh/userManagement.php", "PHP", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 2, 14
"/www/wwwroot/rackroom.local.host/rackroom/lang/zh/validation.php", "PHP", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17
"/www/wwwroot/rackroom.local.host/rackroom/opencode.json", "JSON", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14
"/www/wwwroot/rackroom.local.host/rackroom/package-lock.json", "JSON", 9872, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9873
"/www/wwwroot/rackroom.local.host/rackroom/package.json", "JSON", 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 88
"/www/wwwroot/rackroom.local.host/rackroom/phpunit.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 1, 36
"/www/wwwroot/rackroom.local.host/rackroom/pint.json", "JSON", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/www/wwwroot/rackroom.local.host/rackroom/public/.user.ini", "Ini", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"/www/wwwroot/rackroom.local.host/rackroom/public/favicon.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/www/wwwroot/rackroom.local.host/rackroom/public/index.php", "PHP", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 21
"/www/wwwroot/rackroom.local.host/rackroom/resources/css/app.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 0, 0, 0, 0, 21, 144
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/app.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 3, 6, 47
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/alert-error.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 2, 25
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/app-content.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 4, 22
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/app-header.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 231, 0, 0, 2, 10, 243
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/app-logo-icon.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 2, 14
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/app-logo.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 2, 17
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/app-shell.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 5, 22
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/app-sidebar-header.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 3, 34
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/app-sidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 0, 0, 0, 6, 166
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/appearance-tabs.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 4, 54
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/breadcrumbs.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 2, 50
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/delete-user.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 9, 125
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/heading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 27
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/input-error.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 2, 18
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/language-toggle.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 4, 43
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/nav-footer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 1, 49
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/nav-main.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 7, 106
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/nav-user.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 3, 56
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/text-link.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 3, 24
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/two-factor-recovery-codes.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 154, 0, 0, 0, 11, 165
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/two-factor-setup-modal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 325, 0, 0, 0, 24, 349
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/ui/alert-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 126, 0, 0, 0, 14, 140
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/ui/alert.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 7, 67
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/ui/avatar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 6, 52
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/ui/badge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 6, 47
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/ui/breadcrumb.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 11, 110
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/ui/button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 6, 59
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/ui/card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 9, 69
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/ui/checkbox.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 4, 31
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/ui/collapsible.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 5, 32
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/ui/dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 121, 0, 0, 0, 13, 134
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/ui/dropdown-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 238, 0, 0, 0, 18, 256
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/ui/icon.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 4, 15
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/ui/input-otp.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 8, 70
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/ui/input.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 4, 22
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/ui/label.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 4, 23
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/ui/navigation-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 157, 0, 0, 0, 12, 169
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/ui/placeholder-pattern.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 4, 21
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/ui/progress.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 4, 27
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/ui/radio-group.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 5, 43
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/ui/scroll-area.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 5, 57
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/ui/select.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 167, 0, 0, 0, 13, 180
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/ui/separator.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 4, 27
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/ui/sheet.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 125, 0, 0, 0, 13, 138
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/ui/sidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 655, 0, 0, 13, 55, 723
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/ui/skeleton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 3, 14
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/ui/spinner.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 4, 17
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/ui/switch.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 4, 28
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/ui/table.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 10, 117
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/ui/tabs.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 7, 65
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/ui/textarea.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 3, 22
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/ui/toast.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 17, 113
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/ui/toggle-group.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 7, 72
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/ui/toggle.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 5, 46
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/ui/tooltip.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 7, 60
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/user-info.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 3, 33
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/components/user-menu-content.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 5, 66
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/hooks/use-appearance.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 0, 0, 3, 30, 107
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/hooks/use-clipboard.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 1, 9, 33
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/hooks/use-current-url.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 10, 59
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/hooks/use-initials.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 6, 18
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/hooks/use-locale.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 1, 21, 80
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/hooks/use-mobile-navigation.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 3, 11
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/hooks/use-mobile.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 9, 37
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/hooks/use-toast.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 3
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/hooks/use-two-factor-auth.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 15, 111
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/i18n.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 8, 7, 49
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/layouts/app-layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 2, 9
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/layouts/app/app-header-layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 2, 17
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/layouts/app/app-sidebar-layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 2, 21
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/layouts/auth-layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 2, 19
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/layouts/auth/auth-card-layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 3, 49
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/layouts/auth/auth-simple-layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 3, 39
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/layouts/auth/auth-split-layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 3, 45
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/layouts/settings/layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 1, 7, 92
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/lib/deviceTypeIcons.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 15, 4, 47
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/lib/utils.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 3, 12
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/locales/en.json", "JSON", 1015, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1017
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/locales/zh.json", "JSON", 1071, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1072
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/pages/Alert/Index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 620, 0, 0, 8, 27, 655
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/pages/Backup/Index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 700, 0, 0, 28, 63, 791
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/pages/Device/Index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1298, 0, 0, 14, 80, 1392
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/pages/DeviceLibrary/Index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 937, 0, 0, 5, 42, 984
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/pages/DeviceType/Index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 691, 0, 0, 1, 34, 726
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/pages/Monitor/Index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 383, 0, 0, 8, 23, 414
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/pages/Rack/Index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1313, 0, 0, 9, 59, 1381
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/pages/Rack/VisualEdit.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3586, 0, 0, 141, 228, 3955
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/pages/RackType/Index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 805, 0, 0, 1, 33, 839
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/pages/Report/Index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 676, 0, 0, 15, 41, 732
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/pages/Room/Index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 892, 0, 0, 1, 37, 930
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/pages/Settings/System.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 634, 0, 0, 30, 47, 711
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/pages/Tools/H3cPassword.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 731, 0, 0, 21, 42, 794
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/pages/Tools/WebSocketSshTerminal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 667, 0, 0, 44, 84, 795
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/pages/User/Create.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 135, 0, 0, 0, 5, 140
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/pages/User/Edit.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 145, 0, 0, 0, 7, 152
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/pages/User/Index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 753, 0, 0, 13, 35, 801
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/pages/auth/confirm-password.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 6, 56
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/pages/auth/forgot-password.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 1, 7, 77
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/pages/auth/login.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 133, 0, 0, 0, 10, 143
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/pages/auth/register.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 0, 0, 0, 7, 131
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/pages/auth/reset-password.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 7, 104
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/pages/auth/two-factor-challenge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 0, 0, 0, 9, 132
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/pages/auth/verify-email.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 1, 5, 45
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/pages/dashboard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 525, 0, 0, 20, 33, 578
"/www/wwwroot/rackroom.local.host/rackroom/resources/js/pages/settings/appearance.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 6, 53
